bjd,rv_ms,rv_err_ms,instrument
2457330.534145,-10307.840,3.500,HARPS-N
2457331.519555,-10313.180,3.110,HARPS-N
2457332.517815,-10300.900,3.940,HARPS-N
2457333.561482,-10324.790,3.770,HARPS-N
2457334.686323,-10319.250,2.980,HARPS-N
2457336.468718,-10319.780,4.790,HARPS-N
2457374.538768,-10310.840,4.500,HARPS-N
2457381.539185,-10323.270,4.650,HARPS-N
2457382.471715,-10324.550,5.240,HARPS-N
2457384.482907,-10315.400,3.420,HARPS-N
2457385.479803,-10314.270,5.420,HARPS-N
2457407.407112,-10314.120,4.590,HARPS-N
2457407.428483,-10313.380,4.410,HARPS-N
2457408.350569,-10318.310,3.290,HARPS-N
2457408.371620,-10315.980,3.050,HARPS-N
2457411.437930,-10314.380,3.690,HARPS-N
2457411.457326,-10308.800,5.170,HARPS-N
2457412.350680,-10316.560,4.170,HARPS-N
2457412.370976,-10316.080,4.350,HARPS-N
2457413.461396,-10319.000,5.400,HARPS-N
2457413.480770,-10326.610,6.230,HARPS-N
2457414.448654,-10321.130,4.610,HARPS-N
2457414.472434,-10317.480,5.290,HARPS-N
2457415.368091,-10313.770,3.910,HARPS-N
2457415.388311,-10315.580,4.300,HARPS-N
2457432.408409,-10311.840,3.980,HARPS-N
2457432.429679,-10309.830,3.630,HARPS-N
2457435.385744,-10317.020,5.310,HARPS-N
2457435.406342,-10318.630,5.340,HARPS-N
2457436.351740,-10319.670,3.550,HARPS-N
2457436.372344,-10318.950,3.240,HARPS-N
2457458.360553,-10317.120,3.740,HARPS-N
2457458.381699,-10319.430,4.450,HARPS-N
2457459.344935,-10317.860,6.620,HARPS-N
2457459.367587,-10319.070,5.170,HARPS-N
2457462.345931,-10316.470,3.210,HARPS-N
2457462.366857,-10317.750,3.330,HARPS-N
2457463.343077,-10312.030,2.720,HARPS-N
2457463.361580,-10314.920,3.740,HARPS-N
2457463.383534,-10320.160,3.530,HARPS-N
2457658.747216,-10311.560,4.150,HARPS-N
2457659.730622,-10315.850,3.860,HARPS-N
2457661.729420,-10310.790,2.890,HARPS-N
2457670.575455,-10322.270,3.710,HARPS-N
2457671.648482,-10314.010,3.110,HARPS-N
2457672.617070,-10311.970,3.220,HARPS-N
2457699.655251,-10306.630,6.170,HARPS-N
2457700.674014,-10324.570,5.330,HARPS-N
2457701.696164,-10325.870,6.680,HARPS-N
2457702.681409,-10310.000,6.800,HARPS-N
2457703.689983,-10313.580,4.380,HARPS-N
2457721.587249,-10315.000,3.260,HARPS-N
2457721.607134,-10307.850,8.320,HARPS-N
2457727.452523,-10308.380,3.140,HARPS-N
2457728.542797,-10322.810,5.060,HARPS-N
2457729.450087,-10305.150,5.960,HARPS-N
2457729.536876,-10318.730,5.590,HARPS-N
2457731.440043,-10316.110,5.780,HARPS-N
2457749.479934,-10310.210,3.630,HARPS-N
2457749.502345,-10313.410,3.650,HARPS-N
2457755.466912,-10321.120,5.820,HARPS-N
2457755.486259,-10323.420,5.030,HARPS-N
2457757.458493,-10309.260,3.370,HARPS-N
2457757.479118,-10317.130,3.160,HARPS-N
2457764.445746,-10323.460,6.430,HARPS-N
2457764.466446,-10313.210,8.830,HARPS-N
2457770.438090,-10316.020,3.450,HARPS-N
2457770.522018,-10308.000,4.630,HARPS-N
2457771.442524,-10314.620,3.300,HARPS-N
2457771.515659,-10317.670,3.410,HARPS-N
2457772.428881,-10314.780,2.720,HARPS-N
2457772.522000,-10316.340,3.040,HARPS-N
2458482.523108,-10313.210,3.170,HARPS-N
2458483.559646,-10309.710,3.820,HARPS-N
2458815.649062,-10308.500,3.600,HARPS-N
2458841.514652,-10316.740,3.380,HARPS-N
2458847.460619,-10314.070,2.500,HARPS-N
