bjd,rv_ms,rv_err_ms,instrument
2457458.554249,-2.160,1.980,HARPS-N
2457458.574712,2.440,1.810,HARPS-N
2457459.575551,5.260,3.070,HARPS-N
2457459.596547,-1.870,3.360,HARPS-N
2457460.661632,2.310,2.020,HARPS-N
2457460.682291,1.780,1.890,HARPS-N
2457461.619712,1.130,1.240,HARPS-N
2457461.641448,3.790,1.440,HARPS-N
2457462.654516,2.270,1.480,HARPS-N
2457462.675743,2.710,1.880,HARPS-N
2457463.699410,5.680,2.110,HARPS-N
2457472.550074,-0.940,2.640,HARPS-N
2457472.571810,1.860,2.280,HARPS-N
2457475.532619,4.540,2.040,HARPS-N
2457475.550964,3.350,1.760,HARPS-N
2457501.505167,6.500,1.400,HARPS-N
2457501.527006,5.020,1.540,HARPS-N
2457513.456382,1.230,1.570,HARPS-N
2457513.477689,2.650,2.020,HARPS-N
2457521.432715,2.250,1.630,HARPS-N
2457521.453871,3.580,1.580,HARPS-N
2457522.446172,4.310,1.980,HARPS-N
2457522.467571,8.610,1.720,HARPS-N
2457526.428273,-1.930,1.830,HARPS-N
2457526.448896,3.370,1.800,HARPS-N
2457527.443473,-6.710,3.460,HARPS-N
2457527.465694,-1.870,2.360,HARPS-N
2457528.461277,-0.570,1.830,HARPS-N
2457528.483347,-3.910,2.050,HARPS-N
2457529.443493,-2.570,1.440,HARPS-N
2457529.465736,-6.800,1.540,HARPS-N
2457531.406465,-6.060,2.150,HARPS-N
2457531.475035,-8.360,3.250,HARPS-N
2457549.416068,5.010,1.530,HARPS-N
2457549.437177,0.450,1.920,HARPS-N
2457550.403912,5.310,1.900,HARPS-N
2457550.424673,0.030,2.430,HARPS-N
2457558.394221,-0.930,1.940,HARPS-N
2457559.394344,-3.190,3.050,HARPS-N
2457560.394212,-2.180,1.680,HARPS-N
2457565.394078,5.820,1.480,HARPS-N
2457834.643853,2.740,2.210,HARPS-N
2457856.456671,-0.250,1.630,HARPS-N
2457857.538379,1.580,1.850,HARPS-N
2457860.468751,2.290,2.090,HARPS-N
2457861.493302,0.360,2.170,HARPS-N
2457862.486280,-3.050,1.410,HARPS-N
2457863.483041,4.050,1.660,HARPS-N
2457865.482264,10.120,1.500,HARPS-N
2457890.425900,-1.740,3.120,HARPS-N
2457893.483180,-5.720,1.710,HARPS-N
2457894.439078,-1.450,1.200,HARPS-N
2457895.432392,2.070,1.990,HARPS-N
2457896.407096,-0.380,1.520,HARPS-N
2457915.390253,3.440,1.910,HARPS-N
2457916.391289,3.160,1.400,HARPS-N
2457929.406056,-3.860,4.610,HARPS-N
2457930.392246,0.050,4.520,HARPS-N
2457937.390196,0.740,2.150,HARPS-N
2457942.390073,0.000,2.050,HARPS-N
