bjd,rv_ms,rv_err_ms,instrument
2456923.338536,27204.840,0.850,HARPS-N
2456924.343178,27201.350,0.780,HARPS-N
2456925.343748,27197.340,1.520,HARPS-N
2456929.431566,27200.950,0.850,HARPS-N
2456936.400142,27199.350,0.740,HARPS-N
2456939.325902,27200.290,0.920,HARPS-N
2457123.652027,27206.910,1.610,HARPS-N
2457184.625023,27212.380,0.970,HARPS-N
2457223.604524,27213.670,1.570,HARPS-N
2457498.727211,27222.960,1.230,HARPS-N
2457529.605322,27225.630,0.950,HARPS-N
2457557.541702,27227.990,1.490,HARPS-N
2457864.645805,27241.940,0.850,HARPS-N
2457880.709485,27241.460,0.910,HARPS-N
2457893.703336,27243.490,1.170,HARPS-N
2457971.514682,27243.810,1.000,HARPS-N
2457976.594588,27246.270,1.150,HARPS-N
2457991.437995,27252.950,1.520,HARPS-N
2458000.454578,27248.640,1.230,HARPS-N
2458049.355389,27244.250,2.050,HARPS-N
2458214.700617,27259.070,0.970,HARPS-N
2458235.726677,27253.420,1.030,HARPS-N
2458242.726815,27257.200,1.020,HARPS-N
2458249.651020,27255.390,0.920,HARPS-N
2458269.666255,27260.190,0.850,HARPS-N
2458277.653961,27256.610,0.740,HARPS-N
2458325.605530,27257.670,1.040,HARPS-N
2458330.555467,27257.310,0.950,HARPS-N
2458342.431608,27261.470,1.870,HARPS-N
2458356.493461,27259.930,0.730,HARPS-N
2458382.455860,27256.880,0.880,HARPS-N
2458672.665938,27270.420,1.070,HARPS-N
2458688.482648,27271.360,1.010,HARPS-N
2459297.706900,27304.770,1.070,HARPS-N
2459365.691576,27301.740,0.820,HARPS-N
2459388.677204,27300.570,0.750,HARPS-N
2459391.656794,27300.470,0.940,HARPS-N
2459444.523099,27303.860,1.080,HARPS-N
2459453.455056,27305.430,0.940,HARPS-N
2459457.568063,27303.520,0.920,HARPS-N
2459479.446935,27304.910,1.180,HARPS-N
