bjd,rv_ms,rv_err_ms,instrument
2456460.448664,-3529.060,3.270,HARPS-N
2456460.468513,-3521.310,3.170,HARPS-N
2456460.494561,-3528.820,2.680,HARPS-N
2456460.516320,-3529.340,2.240,HARPS-N
2456460.539652,-3529.650,2.670,HARPS-N
2456460.561848,-3532.640,2.070,HARPS-N
2456460.585676,-3528.560,1.790,HARPS-N
2456460.606718,-3530.800,1.670,HARPS-N
2456460.630831,-3533.510,1.650,HARPS-N
2456460.651611,-3535.530,1.720,HARPS-N
2456460.675664,-3534.920,1.950,HARPS-N
2456460.697643,-3535.880,2.040,HARPS-N
2456461.472620,-3529.260,2.080,HARPS-N
2456461.493127,-3530.840,2.090,HARPS-N
2456461.517867,-3533.880,2.150,HARPS-N
2456461.538486,-3526.130,1.880,HARPS-N
2456461.562403,-3531.050,2.010,HARPS-N
2456461.583393,-3527.580,1.950,HARPS-N
2456461.607484,-3528.420,1.910,HARPS-N
2456461.629099,-3532.240,1.730,HARPS-N
2456461.652311,-3526.460,1.850,HARPS-N
2456461.673323,-3527.070,2.180,HARPS-N
2456461.697774,-3532.360,2.130,HARPS-N
2456462.464469,-3526.900,2.480,HARPS-N
2456462.663505,-3521.890,2.110,HARPS-N
2456463.547620,-3518.450,2.980,HARPS-N
2456463.697067,-3518.160,2.410,HARPS-N
2456465.503322,-3528.380,2.720,HARPS-N
2456465.684718,-3531.100,3.130,HARPS-N
2456466.522070,-3523.080,1.920,HARPS-N
2456466.676980,-3524.800,2.240,HARPS-N
2456478.460887,-3539.210,2.500,HARPS-N
2456478.643607,-3542.030,2.160,HARPS-N
2456479.529651,-3533.710,1.770,HARPS-N
2456479.704530,-3524.530,1.680,HARPS-N
2456480.436507,-3522.330,2.260,HARPS-N
2456480.608101,-3526.360,1.560,HARPS-N
2456481.483756,-3527.030,3.340,HARPS-N
2456481.657386,-3531.240,3.190,HARPS-N
2456482.535139,-3526.800,2.870,HARPS-N
2456495.494257,-3536.140,1.970,HARPS-N
2456495.668336,-3530.680,2.050,HARPS-N
2456496.563744,-3532.420,1.890,HARPS-N
2456497.448035,-3534.470,2.400,HARPS-N
2456497.629723,-3532.860,2.350,HARPS-N
2456499.407997,-3541.650,2.120,HARPS-N
2456499.578656,-3532.780,2.370,HARPS-N
2456501.464725,-3515.130,2.620,HARPS-N
2456501.637259,-3505.490,2.120,HARPS-N
2456510.501140,-3524.550,2.280,HARPS-N
2456529.400055,-3533.470,2.040,HARPS-N
2456529.579512,-3539.340,2.460,HARPS-N
2456532.411251,-3529.390,1.810,HARPS-N
2456532.589181,-3532.070,2.020,HARPS-N
2457185.698505,-3526.760,1.790,HARPS-N
2457226.651159,-3528.130,3.370,HARPS-N
2457525.619616,-3535.650,2.970,HARPS-N
2457562.615850,-3528.780,2.920,HARPS-N
2458740.432074,-3525.800,2.670,HARPS-N
2458747.453549,-3535.260,2.310,HARPS-N
