bjd,rv_ms,rv_err_ms,instrument
2457705.548651,19364.210,1.510,HARPS-N
2457706.332349,19364.320,1.100,HARPS-N
2457721.389732,19374.150,0.620,HARPS-N
2457721.466739,19375.360,0.670,HARPS-N
2457727.368128,19370.440,0.680,HARPS-N
2457727.414735,19369.870,0.600,HARPS-N
2457727.484818,19369.160,0.610,HARPS-N
2457728.314016,19368.290,0.710,HARPS-N
2457728.388863,19365.750,0.800,HARPS-N
2457728.446570,19365.840,0.770,HARPS-N
2457728.484099,19366.050,0.820,HARPS-N
2457749.398730,19369.100,0.750,HARPS-N
2457750.404596,19369.960,0.940,HARPS-N
2457752.411856,19369.670,1.010,HARPS-N
2457754.340826,19368.340,0.700,HARPS-N
2457755.368635,19364.240,0.760,HARPS-N
2457756.403344,19362.570,0.950,HARPS-N
2457757.361157,19363.970,0.680,HARPS-N
2457762.394377,19369.110,0.920,HARPS-N
2457764.369675,19367.790,1.260,HARPS-N
2457766.372512,19368.800,1.700,HARPS-N
2457769.372351,19373.800,1.760,HARPS-N
2457771.347798,19375.450,0.780,HARPS-N
2458047.605367,19376.910,1.100,HARPS-N
2458080.455605,19378.000,0.720,HARPS-N
2458080.465698,19377.950,0.940,HARPS-N
2458080.477266,19377.330,0.810,HARPS-N
2458080.488054,19379.400,0.830,HARPS-N
2458081.301335,19371.100,1.880,HARPS-N
2458081.312638,19371.920,1.290,HARPS-N
2458081.322114,19370.220,2.090,HARPS-N
2458081.346369,19371.090,0.890,HARPS-N
2458081.356866,19374.770,0.850,HARPS-N
2458081.367257,19371.760,0.920,HARPS-N
2458081.378503,19375.670,0.990,HARPS-N
2458081.388943,19375.240,0.840,HARPS-N
2458081.400007,19373.800,0.820,HARPS-N
2458081.410518,19372.380,0.840,HARPS-N
2458081.421056,19371.350,1.000,HARPS-N
2458081.431697,19371.130,1.150,HARPS-N
2458081.443044,19370.300,0.980,HARPS-N
2458081.453571,19371.460,0.900,HARPS-N
2458081.464051,19371.000,0.910,HARPS-N
2458081.474630,19371.170,0.850,HARPS-N
2458081.485455,19370.240,0.730,HARPS-N
2458081.496195,19369.750,0.690,HARPS-N
2458081.506698,19370.070,0.790,HARPS-N
2458081.517469,19370.450,1.190,HARPS-N
2458081.526781,19368.210,1.480,HARPS-N
2458081.539685,19371.620,2.340,HARPS-N
2458081.548589,19369.000,1.840,HARPS-N
2458081.559777,19365.640,2.680,HARPS-N
2458110.389563,19369.850,1.100,HARPS-N
2458112.377649,19368.630,0.830,HARPS-N
2458117.357466,19363.610,3.070,HARPS-N
2458121.335099,19369.510,2.090,HARPS-N
2458137.358664,19366.240,0.950,HARPS-N
2458451.429787,19367.220,0.720,HARPS-N
2458455.356056,19373.100,0.640,HARPS-N
2458456.326752,19373.820,0.920,HARPS-N
2458475.367238,19366.070,0.920,HARPS-N
2458477.436331,19368.200,1.650,HARPS-N
2458479.427488,19369.530,0.620,HARPS-N
2458481.432791,19371.340,1.120,HARPS-N
2458483.355423,19375.080,0.630,HARPS-N
2458488.380342,19373.100,0.760,HARPS-N
2458489.381235,19371.460,0.790,HARPS-N
2458490.360994,19372.870,0.790,HARPS-N
2458734.595702,19376.730,0.770,HARPS-N
2458742.609152,19373.620,0.720,HARPS-N
2458745.640626,19370.250,0.530,HARPS-N
2459412.705936,19365.550,0.830,HARPS-N
2459429.726395,19369.820,0.730,HARPS-N
2459430.687382,19368.970,0.720,HARPS-N
2459446.626118,19379.230,0.690,HARPS-N
2459453.707932,19376.740,0.590,HARPS-N
2459456.742525,19371.580,0.540,HARPS-N
2459464.607519,19370.640,1.070,HARPS-N
2459475.636996,19377.760,1.080,HARPS-N
2459516.567436,19368.100,0.860,HARPS-N
