bjd,rv_ms,rv_err_ms,instrument
2457185.539842,-21070.350,3.760,HARPS-N
2457186.493232,-21068.920,4.100,HARPS-N
2457186.515719,-21075.540,3.600,HARPS-N
2457188.545319,-21071.840,6.130,HARPS-N
2457188.567460,-21081.340,7.200,HARPS-N
2457189.539209,-21079.810,4.240,HARPS-N
2457189.560980,-21083.660,4.570,HARPS-N
2457190.552237,-21078.190,3.420,HARPS-N
2457190.573361,-21075.510,3.520,HARPS-N
2457191.552442,-21069.060,2.810,HARPS-N
2457191.573418,-21065.630,2.940,HARPS-N
2457192.549385,-21078.980,2.750,HARPS-N
2457192.570264,-21068.360,3.260,HARPS-N
2457193.551112,-21077.950,2.950,HARPS-N
2457193.573106,-21075.440,2.770,HARPS-N
2457195.507764,-21069.820,4.040,HARPS-N
2457195.528929,-21066.240,3.290,HARPS-N
2457221.461826,-21067.160,2.910,HARPS-N
2457222.686111,-21074.750,3.650,HARPS-N
2457223.506319,-21074.420,6.060,HARPS-N
2457225.478395,-21065.310,7.320,HARPS-N
2457226.476619,-21070.760,6.210,HARPS-N
2457227.519185,-21073.630,3.550,HARPS-N
2457228.477907,-21066.780,3.850,HARPS-N
2457229.474396,-21080.370,4.210,HARPS-N
2457230.595009,-21080.410,3.570,HARPS-N
2457254.423882,-21073.320,4.080,HARPS-N
2457255.521885,-21080.550,4.630,HARPS-N
2457256.452936,-21079.100,3.880,HARPS-N
2457257.391558,-21072.040,2.800,HARPS-N
2457267.391789,-21074.270,3.630,HARPS-N
2457267.412733,-21078.060,3.850,HARPS-N
2457268.448812,-21071.020,4.040,HARPS-N
2457268.470740,-21075.620,5.170,HARPS-N
2457269.396651,-21070.420,3.420,HARPS-N
2457270.385756,-21069.160,2.630,HARPS-N
2457271.386382,-21079.090,2.470,HARPS-N
2457273.404839,-21078.010,2.870,HARPS-N
2457301.361905,-21072.610,2.780,HARPS-N
2457302.361075,-21067.100,2.760,HARPS-N
2457324.406816,-21069.040,4.660,HARPS-N
2457330.372646,-21070.630,3.580,HARPS-N
2457331.396386,-21065.120,4.520,HARPS-N
2457332.347929,-21069.830,5.270,HARPS-N
2457333.350247,-21077.140,3.530,HARPS-N
2457334.353383,-21077.720,2.860,HARPS-N
2457336.351253,-21062.600,3.660,HARPS-N
2457522.654057,-21084.380,4.170,HARPS-N
2457566.653583,-21085.960,3.270,HARPS-N
2458705.594808,-21056.730,2.760,HARPS-N
2458714.540480,-21061.140,3.590,HARPS-N
2458719.595762,-21070.930,8.470,HARPS-N
2458742.511649,-21076.240,3.850,HARPS-N
