bjd,rv_ms,rv_err_ms,instrument
2456072.683150,-98740.320,1.760,HARPS-N
2456072.705534,-98740.140,1.860,HARPS-N
2456087.576486,-98738.520,2.190,HARPS-N
2456087.597667,-98732.990,1.980,HARPS-N
2456103.662410,-98737.280,2.390,HARPS-N
2456103.690559,-98741.650,2.190,HARPS-N
2456115.692722,-98741.530,1.740,HARPS-N
2456115.713926,-98744.580,2.050,HARPS-N
2456116.705533,-98730.500,3.720,HARPS-N
2456116.719780,-98734.360,4.080,HARPS-N
2456125.569031,-98743.340,2.830,HARPS-N
2456125.590224,-98745.430,2.170,HARPS-N
2456126.448676,-98741.350,1.560,HARPS-N
2456126.665726,-98733.840,3.780,HARPS-N
2456127.423206,-98737.260,9.340,HARPS-N
2456127.442419,-98738.260,1.500,HARPS-N
2456128.435767,-98736.390,1.570,HARPS-N
2456128.561254,-98741.420,1.550,HARPS-N
2456128.663696,-98739.430,1.910,HARPS-N
2456148.408899,-98730.350,2.040,HARPS-N
2456148.512556,-98727.920,1.770,HARPS-N
2456148.618597,-98734.570,1.760,HARPS-N
2456151.397163,-98737.820,2.200,HARPS-N
2456152.408670,-98738.170,1.360,HARPS-N
2456152.641053,-98736.230,2.250,HARPS-N
2456153.395884,-98736.250,1.640,HARPS-N
2456153.494181,-98738.820,4.150,HARPS-N
2456153.647791,-98733.890,1.600,HARPS-N
2456160.474264,-98736.310,3.440,HARPS-N
2456160.627133,-98738.030,3.110,HARPS-N
2456161.397967,-98741.550,2.340,HARPS-N
2456161.573960,-98740.720,2.660,HARPS-N
2456162.395176,-98745.370,2.210,HARPS-N
2456162.488739,-98744.470,2.130,HARPS-N
2456162.568750,-98745.970,2.420,HARPS-N
2456164.386039,-98735.300,2.110,HARPS-N
2456165.381614,-98734.180,2.120,HARPS-N
2456166.385591,-98733.010,2.380,HARPS-N
2456166.535195,-98741.040,2.250,HARPS-N
2456166.601780,-98741.310,2.430,HARPS-N
2456175.411392,-98734.930,1.350,HARPS-N
2456175.522663,-98735.490,1.620,HARPS-N
2456178.374666,-98743.110,1.830,HARPS-N
2456178.495416,-98732.250,1.720,HARPS-N
2456179.374240,-98735.300,1.500,HARPS-N
2456179.521829,-98733.810,1.700,HARPS-N
2456180.401128,-98734.050,1.360,HARPS-N
2456180.544608,-98735.410,1.610,HARPS-N
2456181.436487,-98739.950,1.300,HARPS-N
2456181.530351,-98739.280,9.010,HARPS-N
2456181.535293,-98734.510,1.630,HARPS-N
2456182.399070,-98737.320,1.400,HARPS-N
2456182.535872,-98739.530,1.640,HARPS-N
2456183.374314,-98737.480,2.050,HARPS-N
2456183.560930,-98733.880,1.800,HARPS-N
2456245.331796,-3.500,1.120,HARPS-N
2456252.342248,3.290,1.340,HARPS-N
2456366.692119,0.610,1.760,HARPS-N
2456379.677462,4.070,1.580,HARPS-N
2456379.750888,3.240,1.520,HARPS-N
2456380.664384,1.800,1.380,HARPS-N
2456380.740237,1.120,1.250,HARPS-N
2456381.686472,-2.320,1.130,HARPS-N
2456381.751875,-4.230,1.130,HARPS-N
2456382.672703,-5.470,1.040,HARPS-N
2456382.751805,1.960,1.220,HARPS-N
2456396.609619,2.570,1.030,HARPS-N
2456396.725747,3.430,1.010,HARPS-N
2456398.615630,5.540,1.920,HARPS-N
2456398.728476,0.200,1.400,HARPS-N
2456418.589045,4.110,1.450,HARPS-N
2456418.690068,2.610,1.350,HARPS-N
2456420.587036,1.290,2.010,HARPS-N
2456420.699707,-3.310,1.180,HARPS-N
2456421.590234,1.750,1.050,HARPS-N
2456421.687301,1.450,0.770,HARPS-N
2456432.560191,-2.390,0.920,HARPS-N
2456432.705384,-4.170,0.880,HARPS-N
2456433.563407,-4.340,0.890,HARPS-N
2456433.709649,-8.200,0.840,HARPS-N
2456434.523902,-7.410,1.320,HARPS-N
2456434.691044,-3.430,0.960,HARPS-N
2456436.540285,-3.050,0.960,HARPS-N
2456436.698903,-2.560,0.910,HARPS-N
2456437.537942,-4.770,0.990,HARPS-N
2456437.700422,-3.930,0.880,HARPS-N
2456462.443133,-0.880,1.240,HARPS-N
2456462.596323,0.150,1.220,HARPS-N
2456463.500120,2.380,1.250,HARPS-N
2456463.673404,-0.020,1.080,HARPS-N
2456464.676996,-2.280,1.530,HARPS-N
2456465.524804,-0.970,1.330,HARPS-N
2456466.478221,1.900,1.140,HARPS-N
2456466.694783,4.700,1.170,HARPS-N
2456478.423153,0.620,1.370,HARPS-N
2456478.608006,1.560,1.110,HARPS-N
2456479.469077,2.420,0.940,HARPS-N
2456479.607049,-3.140,0.960,HARPS-N
2456480.551707,-2.040,0.880,HARPS-N
2456480.703360,-3.180,1.040,HARPS-N
2456481.444186,-1.810,1.150,HARPS-N
2456481.579011,-4.450,1.590,HARPS-N
2456482.444928,-0.970,1.460,HARPS-N
2456482.629563,-0.550,2.110,HARPS-N
2456495.440124,2.060,0.950,HARPS-N
2456495.607249,1.680,1.180,HARPS-N
2456496.386463,4.130,1.120,HARPS-N
2456496.639801,1.180,1.080,HARPS-N
2456497.498983,-0.280,0.920,HARPS-N
2456497.680260,4.430,1.080,HARPS-N
2456498.495715,5.960,1.000,HARPS-N
2456498.672404,4.740,1.330,HARPS-N
2456499.445571,5.570,1.080,HARPS-N
2456499.669878,4.750,1.270,HARPS-N
2456500.450820,7.080,1.010,HARPS-N
2456500.635666,0.380,1.450,HARPS-N
2456501.426289,2.370,1.400,HARPS-N
2456501.659308,1.760,1.400,HARPS-N
2456510.396449,4.930,1.570,HARPS-N
2456510.407126,7.660,1.500,HARPS-N
2456511.548550,0.690,1.210,HARPS-N
2456512.492133,-0.790,0.980,HARPS-N
2456513.483810,-0.770,0.960,HARPS-N
2456528.460671,-3.490,1.380,HARPS-N
2456528.565743,0.650,1.510,HARPS-N
2456529.481543,-1.210,1.000,HARPS-N
2456529.615561,4.910,1.690,HARPS-N
2456530.444973,3.160,0.970,HARPS-N
2456530.531035,2.540,1.080,HARPS-N
2456554.374129,2.740,1.220,HARPS-N
2456554.468667,-0.130,1.160,HARPS-N
2456557.371869,0.810,0.820,HARPS-N
