bjd,rv_ms,rv_err_ms,instrument
2456813.669658,-71539.650,1.510,HARPS-N
2456814.514519,-71541.100,1.830,HARPS-N
2456815.522790,-71539.270,1.610,HARPS-N
2456816.592373,-71540.200,1.690,HARPS-N
2456828.677339,-71530.820,1.860,HARPS-N
2456830.477131,-71526.420,2.150,HARPS-N
2456832.492669,-71523.330,2.040,HARPS-N
2456833.698436,-71519.360,2.370,HARPS-N
2456834.476031,-71524.160,2.120,HARPS-N
2456835.521515,-71521.840,2.230,HARPS-N
2456845.486541,-71510.720,1.910,HARPS-N
2456846.505189,-71507.240,1.700,HARPS-N
2456847.466361,-71508.620,2.940,HARPS-N
2456848.493946,-71502.630,2.470,HARPS-N
2456849.450962,-71507.040,2.390,HARPS-N
2456850.460016,-71504.000,8.020,HARPS-N
2456851.499244,-71506.230,2.050,HARPS-N
2456852.454693,-71492.610,3.000,HARPS-N
2456853.501342,-71494.480,2.350,HARPS-N
2456862.675474,-71493.760,2.140,HARPS-N
2456863.620031,-71491.800,2.220,HARPS-N
2456864.639379,-71489.000,2.080,HARPS-N
2456865.666709,-71485.180,2.320,HARPS-N
2456866.638239,-71477.730,3.440,HARPS-N
2456883.560813,-71467.520,2.250,HARPS-N
2456883.581943,-71465.080,1.980,HARPS-N
2456885.505129,-71458.290,2.070,HARPS-N
2456885.525926,-71462.840,2.040,HARPS-N
2456886.531584,-71453.960,2.100,HARPS-N
2456886.552024,-71458.430,2.100,HARPS-N
2456887.511184,-71455.340,2.820,HARPS-N
2456887.534410,-71456.760,2.920,HARPS-N
2456888.499440,-71454.620,3.290,HARPS-N
2456888.521468,-71450.600,3.110,HARPS-N
2456889.503133,-71450.410,2.090,HARPS-N
2456889.524002,-71448.410,2.240,HARPS-N
2456891.422040,-71451.710,1.390,HARPS-N
2456891.443032,-71450.250,1.710,HARPS-N
2456903.470977,-71438.220,1.580,HARPS-N
2456903.491909,-71436.160,1.600,HARPS-N
2456919.473661,-71408.610,2.410,HARPS-N
2456919.495886,-71411.620,2.250,HARPS-N
2456922.501296,-71409.090,2.260,HARPS-N
2456923.478566,-71406.650,1.790,HARPS-N
2456924.393772,-71405.300,1.620,HARPS-N
2456929.363878,-71395.360,1.650,HARPS-N
2456929.386470,-71394.610,1.700,HARPS-N
2456931.489137,-71392.690,2.570,HARPS-N
2456931.511299,-71387.620,2.420,HARPS-N
2456934.412230,-71392.570,1.880,HARPS-N
2456936.423114,-71391.940,1.670,HARPS-N
2456939.395032,-71381.750,1.800,HARPS-N
2456967.373213,-71354.820,1.810,HARPS-N
2456968.374089,-71366.310,8.900,HARPS-N
2456969.379450,-71352.660,3.100,HARPS-N
2457106.689371,-71387.660,3.610,HARPS-N
2457107.726309,-71386.310,2.130,HARPS-N
2457115.704026,-71402.190,2.400,HARPS-N
2457116.696210,-71401.010,1.800,HARPS-N
2457117.704788,-71395.960,1.890,HARPS-N
2457118.685556,-71397.240,1.830,HARPS-N
2457121.683173,-71405.460,1.930,HARPS-N
2457122.694564,-71403.640,1.850,HARPS-N
2457123.675090,-71400.910,3.720,HARPS-N
2457184.673307,-71490.520,3.270,HARPS-N
2457225.590484,-71522.240,4.740,HARPS-N
2457253.405917,-71545.150,1.610,HARPS-N
2457332.392990,-71531.120,2.900,HARPS-N
2457499.693547,-71338.180,2.600,HARPS-N
2457522.617182,-71330.160,2.130,HARPS-N
2457560.658874,-71333.950,2.530,HARPS-N
2457915.621207,-71465.450,2.280,HARPS-N
2457930.690939,-71448.060,3.780,HARPS-N
2457934.681581,-71448.530,2.890,HARPS-N
2457943.661108,-71430.950,3.200,HARPS-N
2457954.619207,-71417.130,2.310,HARPS-N
2458019.502009,-71342.740,6.800,HARPS-N
2458025.399278,-71347.820,1.610,HARPS-N
2458243.649159,-71507.220,2.530,HARPS-N
2458248.619721,-71512.000,1.800,HARPS-N
2458270.661263,-71538.180,2.290,HARPS-N
2458279.614601,-71537.710,2.230,HARPS-N
2458308.422826,-71563.710,3.660,HARPS-N
2458327.625478,-71563.210,2.660,HARPS-N
2458356.539560,-71554.890,1.680,HARPS-N
2458365.451729,-71557.940,1.670,HARPS-N
2458381.426838,-71548.830,1.950,HARPS-N
2458672.689458,-71402.270,2.420,HARPS-N
2458688.441574,-71418.230,2.010,HARPS-N
2459297.752991,-71539.820,1.930,HARPS-N
2459336.676780,-71578.040,3.490,HARPS-N
2459345.713529,-71574.410,1.960,HARPS-N
2459363.670969,-71588.420,1.870,HARPS-N
2459379.657163,-71592.010,1.670,HARPS-N
2459382.685136,-71585.050,1.740,HARPS-N
2459427.486643,-71572.720,2.430,HARPS-N
2459443.564282,-71552.340,3.620,HARPS-N
2459453.478536,-71545.460,2.160,HARPS-N
2459458.571623,-71540.590,2.250,HARPS-N
2459478.440320,-71518.400,3.830,HARPS-N
2459678.713245,-71373.130,4.020,HARPS-N
2459680.725635,-71366.270,2.860,HARPS-N
2459691.725009,-71374.440,2.210,HARPS-N
2459734.717455,-71414.970,2.470,HARPS-N
2459749.682596,-71441.510,2.950,HARPS-N
2459789.575255,-71488.680,2.530,HARPS-N
2459808.568913,-71513.180,2.760,HARPS-N
2459820.480094,-71522.010,2.210,HARPS-N
2459831.462581,-71536.530,2.670,HARPS-N
2459832.485107,-71534.650,1.930,HARPS-N
2459835.461378,-71539.390,2.310,HARPS-N
