bjd,rv_ms,rv_err_ms,instrument
2458448.647057,8298.010,1.160,HARPS-N
2458448.773476,8298.210,1.230,HARPS-N
2458449.670510,8289.100,1.630,HARPS-N
2458449.773915,8287.110,1.210,HARPS-N
2458451.629211,8292.770,1.630,HARPS-N
2458451.715657,8293.420,1.170,HARPS-N
2458451.786601,8288.710,2.010,HARPS-N
2458454.666526,8289.590,1.450,HARPS-N
2458454.705394,8290.090,1.130,HARPS-N
2458454.753000,8294.860,1.410,HARPS-N
2458454.798585,8289.860,1.320,HARPS-N
2458473.771587,8292.830,1.260,HARPS-N
2458473.781902,8294.960,1.130,HARPS-N
2458473.792507,8294.450,1.230,HARPS-N
2458474.682738,8298.200,1.050,HARPS-N
2458474.693474,8299.490,1.060,HARPS-N
2458474.704501,8297.000,0.990,HARPS-N
2458475.702586,8290.710,3.180,HARPS-N
2458475.713444,8293.670,3.100,HARPS-N
2458475.723864,8296.350,3.700,HARPS-N
2458475.773518,8301.130,5.210,HARPS-N
2458475.784442,8299.470,6.490,HARPS-N
2458475.795769,8293.760,5.700,HARPS-N
2458477.655321,8303.940,2.170,HARPS-N
2458477.666072,8298.530,2.160,HARPS-N
2458477.676738,8305.970,1.860,HARPS-N
2458479.709483,8296.970,1.260,HARPS-N
2458479.720107,8295.890,1.170,HARPS-N
2458480.637235,8291.590,2.470,HARPS-N
2458481.638025,8301.110,1.270,HARPS-N
2458481.699905,8303.130,1.510,HARPS-N
2458481.754811,8300.580,1.060,HARPS-N
2458481.796831,8301.920,1.420,HARPS-N
2458482.613264,8301.630,1.180,HARPS-N
2458482.655403,8301.840,1.140,HARPS-N
2458482.717865,8299.630,1.340,HARPS-N
2458483.615244,8293.440,1.180,HARPS-N
2458483.659459,8294.820,1.320,HARPS-N
2458483.719401,8295.570,1.220,HARPS-N
2458484.616880,8300.300,1.460,HARPS-N
2458484.642335,8300.050,1.590,HARPS-N
2458484.711095,8298.850,1.780,HARPS-N
2458484.757742,8297.740,2.090,HARPS-N
2458486.687745,8293.520,1.150,HARPS-N
2458487.574625,8297.580,1.510,HARPS-N
2458487.650068,8296.810,1.370,HARPS-N
2458487.717608,8298.160,1.040,HARPS-N
2458488.581621,8299.150,1.590,HARPS-N
2458488.663795,8295.550,1.260,HARPS-N
2458488.727220,8296.710,1.220,HARPS-N
2458489.624408,8301.440,1.240,HARPS-N
2458489.683100,8302.710,1.310,HARPS-N
2458489.756805,8301.510,2.190,HARPS-N
2458491.553230,8296.100,1.180,HARPS-N
2458491.661222,8296.820,1.140,HARPS-N
2458492.554191,8304.550,1.730,HARPS-N
2458492.708667,8299.160,1.430,HARPS-N
2458495.749575,8306.060,1.350,HARPS-N
2458495.784720,8304.940,1.570,HARPS-N
2458502.602565,8307.980,1.370,HARPS-N
2458503.610435,8299.670,0.910,HARPS-N
2458503.694649,8298.560,1.140,HARPS-N
2458504.586748,8296.450,1.300,HARPS-N
2458504.683209,8299.070,1.490,HARPS-N
2458516.673049,8302.180,1.340,HARPS-N
2458517.515517,8299.220,1.430,HARPS-N
2458518.621975,8303.130,2.450,HARPS-N
2458519.714128,8299.570,3.180,HARPS-N
2458520.636303,8303.710,1.480,HARPS-N
2458521.621304,8303.260,0.980,HARPS-N
2458522.565664,8302.890,1.300,HARPS-N
2458523.507029,8314.480,1.140,HARPS-N
2458523.695779,8313.080,1.710,HARPS-N
2458524.606692,8306.390,1.180,HARPS-N
2458525.498330,8309.770,2.270,HARPS-N
2458526.495257,8312.300,1.150,HARPS-N
2458526.662132,8307.640,1.450,HARPS-N
2458527.464271,8305.000,1.340,HARPS-N
2458527.549821,8304.410,1.300,HARPS-N
2458528.478264,8306.550,1.480,HARPS-N
2458528.557070,8308.160,1.490,HARPS-N
2458531.559565,8308.920,1.410,HARPS-N
2458531.640622,8308.140,1.560,HARPS-N
2458536.471969,8312.910,2.260,HARPS-N
2458536.657516,8306.880,1.850,HARPS-N
2458537.518709,8301.600,1.520,HARPS-N
2458537.636413,8304.690,3.030,HARPS-N
2458538.536005,8304.270,1.910,HARPS-N
2458538.649573,8306.740,2.280,HARPS-N
2458539.512472,8305.600,1.060,HARPS-N
2458539.650637,8301.320,1.370,HARPS-N
2458540.600595,8305.060,1.830,HARPS-N
2458544.519342,8315.890,1.170,HARPS-N
2458545.505344,8309.710,1.320,HARPS-N
2458546.535123,8316.750,1.100,HARPS-N
2458547.522651,8310.170,1.200,HARPS-N
2458563.486130,8309.920,1.260,HARPS-N
2458564.453276,8319.330,2.070,HARPS-N
2458565.420190,8315.960,1.180,HARPS-N
2458565.512893,8313.140,1.530,HARPS-N
2458566.411393,8309.440,0.950,HARPS-N
2458566.586691,8313.160,1.480,HARPS-N
2458591.468692,8315.510,1.520,HARPS-N
2458592.438953,8323.400,1.450,HARPS-N
2458593.430778,8323.490,1.250,HARPS-N
2458594.432537,8317.290,1.350,HARPS-N
2458595.442850,8322.810,1.140,HARPS-N
2458596.460077,8317.300,1.420,HARPS-N
2458597.432261,8315.830,1.220,HARPS-N
2458598.404647,8321.870,0.850,HARPS-N
2458604.419702,8312.560,1.270,HARPS-N
2458605.425644,8314.660,1.030,HARPS-N
2458606.418448,8317.540,1.070,HARPS-N
2458607.428036,8313.860,1.050,HARPS-N
2458609.401433,8318.580,1.310,HARPS-N
2458809.772121,8367.740,1.280,HARPS-N
2458820.741557,8372.310,1.970,HARPS-N
2458829.774438,8374.270,2.380,HARPS-N
2458838.656593,8380.340,1.320,HARPS-N
2458843.625836,8383.420,1.280,HARPS-N
2458847.743977,8378.810,1.390,HARPS-N
2458853.648672,8388.680,1.280,HARPS-N
2458866.647353,8395.540,1.750,HARPS-N
2458868.669471,8393.680,1.780,HARPS-N
2458873.688351,8399.520,3.210,HARPS-N
2458876.760583,8407.420,1.940,HARPS-N
2458877.725527,8403.110,2.050,HARPS-N
2458884.560473,8411.590,1.550,HARPS-N
2458891.601452,8413.120,1.250,HARPS-N
2458906.486578,8437.690,1.670,HARPS-N
2458911.375618,8448.970,4.700,HARPS-N
2458920.587304,8467.590,1.710,HARPS-N
2458923.546974,8479.360,1.120,HARPS-N
2458972.386789,8380.510,1.050,HARPS-N
2458977.357803,8321.780,1.100,HARPS-N
2458978.353166,8322.000,1.480,HARPS-N
2458979.349992,8310.490,1.630,HARPS-N
2458980.361703,8307.550,1.650,HARPS-N
2458981.361739,8300.110,2.260,HARPS-N
2458982.369983,8295.310,1.820,HARPS-N
2458983.370814,8298.470,3.040,HARPS-N
2458985.362536,8285.040,1.300,HARPS-N
2458986.363682,8280.660,1.510,HARPS-N
2458987.366717,8273.110,2.020,HARPS-N
2458988.362718,8284.400,1.830,HARPS-N
2458989.389257,8272.220,1.600,HARPS-N
2458990.389403,8271.410,1.140,HARPS-N
2458991.369355,8274.520,1.820,HARPS-N
2458992.363823,8271.420,3.240,HARPS-N
2458993.370951,8271.420,1.410,HARPS-N
2458995.410461,8267.310,1.650,HARPS-N
2458996.364965,8267.510,1.040,HARPS-N
2458997.368825,8257.300,1.280,HARPS-N
2458999.358273,8262.310,2.020,HARPS-N
2458999.372947,8262.280,1.380,HARPS-N
2459000.355232,8258.690,1.310,HARPS-N
2459002.372497,8253.750,0.960,HARPS-N
2459007.358308,8253.980,1.440,HARPS-N
2459008.357520,8254.750,1.130,HARPS-N
2459009.357652,8261.640,1.300,HARPS-N
2459010.356088,8258.220,6.110,HARPS-N
2459012.354438,8251.620,3.120,HARPS-N
2459018.366605,8249.430,4.630,HARPS-N
2459019.371117,8254.720,1.180,HARPS-N
2459020.372802,8247.810,1.930,HARPS-N
2459023.378935,8256.570,1.990,HARPS-N
2459025.364796,8246.060,2.580,HARPS-N
2459026.368710,8253.220,2.910,HARPS-N
2459027.366575,8252.860,1.190,HARPS-N
2459028.364469,8248.730,2.260,HARPS-N
2459029.363134,8265.170,2.690,HARPS-N
2459112.753148,8271.170,3.000,HARPS-N
