bjd,rv_ms,rv_err_ms,instrument
2456829.642105,5535.150,4.250,HARPS-N
2456831.547620,5536.290,3.550,HARPS-N
2456832.593623,5539.770,4.040,HARPS-N
2456845.599761,5533.580,3.260,HARPS-N
2456846.642525,5531.520,4.050,HARPS-N
2456847.634010,5538.930,6.660,HARPS-N
2456849.587186,5533.930,6.030,HARPS-N
2456850.638282,5534.070,5.920,HARPS-N
2456851.633023,5538.320,3.710,HARPS-N
2456852.634164,5529.680,5.360,HARPS-N
2456853.636098,5542.370,4.460,HARPS-N
2456862.570783,5539.420,4.400,HARPS-N
2456863.532516,5544.240,4.790,HARPS-N
2456864.539611,5539.070,3.440,HARPS-N
2456866.542569,5532.030,6.220,HARPS-N
2457180.681317,5540.940,5.010,HARPS-N
2457181.594488,5549.220,5.730,HARPS-N
2457182.558320,5539.990,3.560,HARPS-N
2457183.585667,5533.050,5.260,HARPS-N
2457184.578744,5542.800,13.460,HARPS-N
2457185.572899,5533.430,5.100,HARPS-N
2457186.595154,5533.930,3.400,HARPS-N
2457188.657243,5526.780,4.840,HARPS-N
2457189.649345,5539.890,8.130,HARPS-N
2457190.663885,5540.340,3.640,HARPS-N
2457191.664320,5535.840,3.560,HARPS-N
2457192.660969,5534.240,3.730,HARPS-N
2457193.662988,5538.790,3.340,HARPS-N
2457195.655219,5547.970,4.310,HARPS-N
2457221.606120,5534.240,3.160,HARPS-N
2457222.542331,5537.840,4.150,HARPS-N
2457223.715830,5524.700,9.890,HARPS-N
2457227.605777,5543.950,4.010,HARPS-N
2457228.610087,5548.330,5.750,HARPS-N
2457230.660929,5535.800,5.390,HARPS-N
2457254.609391,5546.710,5.970,HARPS-N
2457256.615116,5531.350,5.400,HARPS-N
2457257.617868,5534.500,7.100,HARPS-N
2457267.552907,5541.290,4.060,HARPS-N
2457268.590510,5546.620,5.140,HARPS-N
2457269.515987,5549.050,4.260,HARPS-N
2457270.499290,5536.770,4.000,HARPS-N
2457271.502241,5532.460,3.420,HARPS-N
2457272.541334,5532.280,5.420,HARPS-N
2457273.517772,5541.740,3.890,HARPS-N
2457301.494722,5531.430,3.940,HARPS-N
2457302.496521,5533.430,6.320,HARPS-N
2457498.704197,5542.650,6.210,HARPS-N
2457499.715905,5539.220,6.720,HARPS-N
2457521.651029,5543.100,4.580,HARPS-N
2457522.699171,5536.980,4.090,HARPS-N
2457525.688748,5542.190,5.970,HARPS-N
2457526.689635,5530.480,7.050,HARPS-N
2457527.661297,5533.710,6.940,HARPS-N
2457528.681030,5550.310,4.830,HARPS-N
2457529.692088,5543.200,7.020,HARPS-N
2457530.694893,5534.860,8.160,HARPS-N
2457557.663611,5554.410,5.490,HARPS-N
2457558.633986,5528.030,9.880,HARPS-N
2457559.617305,5545.040,10.570,HARPS-N
2457564.698794,5555.830,6.970,HARPS-N
2457565.586047,5520.370,11.910,HARPS-N
2457566.607351,5536.140,3.400,HARPS-N
2457573.531332,5543.610,5.190,HARPS-N
2457573.552524,5537.730,4.720,HARPS-N
2457574.521957,5531.380,3.720,HARPS-N
2457574.542281,5527.150,4.840,HARPS-N
2457576.513707,5538.980,4.600,HARPS-N
2457576.534189,5539.040,4.060,HARPS-N
2457602.413896,5538.510,7.580,HARPS-N
2457602.434078,5536.120,5.670,HARPS-N
2457614.425373,5529.460,4.070,HARPS-N
2457614.448101,5531.630,3.950,HARPS-N
2457617.419904,5538.640,6.760,HARPS-N
2457617.442490,5540.240,7.080,HARPS-N
2457618.416602,5540.490,7.710,HARPS-N
2457618.437910,5543.650,10.770,HARPS-N
2457619.391861,5521.430,4.650,HARPS-N
2457619.414677,5529.500,4.630,HARPS-N
2457651.362834,5539.890,4.460,HARPS-N
2457651.383505,5543.450,3.970,HARPS-N
2457652.361789,5544.480,3.920,HARPS-N
2457652.382837,5540.520,3.720,HARPS-N
2457653.366224,5533.910,6.720,HARPS-N
2457653.387188,5538.280,7.150,HARPS-N
2457654.365233,5532.150,4.830,HARPS-N
2457654.386318,5539.800,5.370,HARPS-N
2457655.404004,5541.550,6.150,HARPS-N
2457655.425801,5533.260,7.690,HARPS-N
2457656.358082,5544.280,3.990,HARPS-N
2457656.379253,5537.040,4.190,HARPS-N
2457658.396070,5525.220,8.260,HARPS-N
2457658.416370,5536.950,8.420,HARPS-N
2457659.433999,5526.500,5.090,HARPS-N
2457659.455108,5527.340,5.510,HARPS-N
2457661.375375,5531.680,3.460,HARPS-N
2457661.396277,5527.090,3.460,HARPS-N
2457669.360245,5534.430,3.570,HARPS-N
2457669.380739,5538.300,3.770,HARPS-N
2457670.383069,5542.500,6.070,HARPS-N
2457670.404197,5520.640,5.620,HARPS-N
2457671.354635,5536.230,4.220,HARPS-N
2457671.375402,5540.690,3.670,HARPS-N
2457672.358349,5537.670,3.730,HARPS-N
2457672.379039,5530.230,3.820,HARPS-N
2457673.360185,5537.050,4.370,HARPS-N
2457673.381512,5531.650,4.230,HARPS-N
2457699.346230,5543.600,4.700,HARPS-N
2457702.409526,5533.260,11.070,HARPS-N
2457706.371004,5548.120,6.730,HARPS-N
2457721.346464,5531.820,6.330,HARPS-N
2457727.325624,5529.090,4.260,HARPS-N
2457728.331352,5539.640,5.930,HARPS-N
2457729.315877,5530.180,6.060,HARPS-N
2457861.717468,5549.480,6.570,HARPS-N
2457863.731713,5537.610,6.050,HARPS-N
2457864.668713,5531.930,4.270,HARPS-N
2457865.685914,5536.940,8.340,HARPS-N
2458986.679779,5541.930,13.570,HARPS-N
2459008.665831,5538.190,6.260,HARPS-N
2459009.669716,5552.160,7.190,HARPS-N
