bjd,rv_ms,rv_err_ms,instrument
2457614.680863,-15739.200,2.650,HARPS-N
2457616.684269,-15729.390,4.990,HARPS-N
2457617.690155,-15732.880,2.920,HARPS-N
2457618.689708,-15742.380,2.300,HARPS-N
2457651.506336,-15733.000,3.390,HARPS-N
2457652.483957,-15739.700,2.530,HARPS-N
2457654.513919,-15732.720,2.870,HARPS-N
2457658.658990,-15744.970,4.490,HARPS-N
2457659.630773,-15739.750,2.570,HARPS-N
2457661.617000,-15742.030,2.450,HARPS-N
2457669.497277,-15738.810,3.710,HARPS-N
2457670.481977,-15736.150,3.960,HARPS-N
2457671.477278,-15728.900,2.640,HARPS-N
2457672.479594,-15736.660,2.730,HARPS-N
2457692.379432,-15742.860,4.490,HARPS-N
2457692.449078,-15735.260,3.650,HARPS-N
2457692.529990,-15728.350,3.970,HARPS-N
2457692.602821,-15728.220,2.140,HARPS-N
2457693.372400,-15729.560,3.730,HARPS-N
2457693.458882,-15737.210,5.210,HARPS-N
2457693.526470,-15731.840,4.320,HARPS-N
2457693.623104,-15729.090,5.250,HARPS-N
2457694.378293,-15723.000,3.440,HARPS-N
2457694.463881,-15730.020,4.280,HARPS-N
2457694.532265,-15734.140,3.260,HARPS-N
2457699.492811,-15725.780,3.290,HARPS-N
2457700.552301,-15736.780,3.990,HARPS-N
2457702.562106,-15744.350,5.610,HARPS-N
2457721.482563,-15734.640,3.850,HARPS-N
2457728.416817,-15745.200,3.490,HARPS-N
2457737.381220,-15730.350,3.630,HARPS-N
2457754.417374,-15733.360,3.880,HARPS-N
2457757.405105,-15737.830,3.020,HARPS-N
2457762.363807,-15727.260,3.730,HARPS-N
2457769.356224,-15733.140,8.190,HARPS-N
2457770.365749,-15730.080,2.940,HARPS-N
2457771.365986,-15735.130,2.950,HARPS-N
2457782.372453,-15725.630,3.960,HARPS-N
2457934.704818,-15748.340,7.650,HARPS-N
2457936.703106,-15726.050,3.330,HARPS-N
2457937.701005,-15731.070,3.690,HARPS-N
2458819.505921,-15741.420,2.940,HARPS-N
2458831.463616,-15739.920,3.020,HARPS-N
2458844.364605,-15746.670,11.660,HARPS-N
