bjd,rv_ms,rv_err_ms,instrument
2456828.608947,-37459.670,5.470,HARPS-N
2456828.652562,-37467.620,1.460,HARPS-N
2456829.665382,-37467.140,1.530,HARPS-N
2456830.666157,-37464.450,1.740,HARPS-N
2456831.690816,-37464.720,1.640,HARPS-N
2456832.616783,-37461.200,1.750,HARPS-N
2456833.673086,-37467.460,2.050,HARPS-N
2456834.581830,-37462.370,1.940,HARPS-N
2456834.678689,-37467.710,1.920,HARPS-N
2456835.588669,-37464.220,2.000,HARPS-N
2456845.577252,-37468.670,1.400,HARPS-N
2456846.662802,-37471.540,2.050,HARPS-N
2456847.657581,-37466.720,2.590,HARPS-N
2456848.653685,-37473.760,1.630,HARPS-N
2456849.658660,-37471.270,2.110,HARPS-N
2456850.661529,-37469.950,2.090,HARPS-N
2456851.655019,-37469.270,1.630,HARPS-N
2456852.656492,-37464.990,2.500,HARPS-N
2456853.657841,-37462.820,1.570,HARPS-N
2456865.685051,-37466.910,1.620,HARPS-N
2456866.682557,-37464.820,3.290,HARPS-N
2456883.639972,-37469.420,1.830,HARPS-N
2456884.648146,-37468.310,1.810,HARPS-N
2456885.644810,-37466.320,1.820,HARPS-N
2456886.643350,-37476.720,10.280,HARPS-N
2456887.652408,-37466.800,1.750,HARPS-N
2456888.581724,-37464.980,2.620,HARPS-N
2456889.586054,-37467.230,2.110,HARPS-N
2456903.542778,-37465.380,1.360,HARPS-N
2456919.512868,-37463.940,2.430,HARPS-N
2456922.548066,-37468.400,1.680,HARPS-N
2456923.502336,-37467.530,1.580,HARPS-N
2456924.510897,-37465.390,2.340,HARPS-N
2456936.514853,-37472.750,1.680,HARPS-N
2456939.419647,-37469.830,1.330,HARPS-N
2456969.403466,-37466.140,3.000,HARPS-N
2457106.734947,-37467.080,2.570,HARPS-N
2457116.718079,-37472.050,1.460,HARPS-N
2457118.707174,-37474.540,1.830,HARPS-N
2457121.726925,-37471.730,1.600,HARPS-N
2457153.685960,-37471.260,2.670,HARPS-N
2457156.715563,-37465.890,10.710,HARPS-N
2457159.643443,-37471.230,2.040,HARPS-N
2457160.639109,-37466.310,1.900,HARPS-N
2457161.627141,-37469.490,1.600,HARPS-N
2457180.659164,-37468.710,1.550,HARPS-N
2457181.687195,-37468.940,1.720,HARPS-N
2457182.671606,-37468.910,1.530,HARPS-N
2457183.653673,-37470.500,1.720,HARPS-N
2457184.644486,-37471.600,2.210,HARPS-N
2457185.663244,-37469.720,1.460,HARPS-N
2457186.663455,-37469.770,1.460,HARPS-N
2457188.680092,-37475.250,1.540,HARPS-N
2457189.672868,-37467.440,2.460,HARPS-N
2457190.686447,-37473.280,1.580,HARPS-N
2457191.686535,-37469.090,1.510,HARPS-N
2457192.685126,-37472.150,1.640,HARPS-N
2457193.685655,-37469.970,1.380,HARPS-N
2457195.595534,-37463.740,1.610,HARPS-N
2457221.627596,-37470.890,1.350,HARPS-N
2457222.569460,-37469.290,1.760,HARPS-N
2457223.579994,-37465.850,3.030,HARPS-N
2457225.523190,-37467.440,3.440,HARPS-N
2457226.583758,-37463.880,2.980,HARPS-N
2457226.607058,-37468.350,2.490,HARPS-N
2457227.628128,-37462.440,1.630,HARPS-N
2457228.631500,-37466.370,2.590,HARPS-N
2457229.585603,-37459.700,2.390,HARPS-N
2457230.529073,-37466.030,3.220,HARPS-N
2457254.632714,-37470.570,2.360,HARPS-N
2457256.399376,-37460.570,2.290,HARPS-N
2457257.414515,-37460.170,1.810,HARPS-N
2457267.436301,-37468.960,1.950,HARPS-N
2457268.493334,-37467.560,2.140,HARPS-N
2457269.419525,-37468.870,1.630,HARPS-N
2457270.408400,-37469.560,1.310,HARPS-N
2457271.408908,-37471.940,1.370,HARPS-N
2457273.427760,-37472.350,1.420,HARPS-N
2457301.385423,-37467.310,1.420,HARPS-N
2457302.384700,-37463.620,1.720,HARPS-N
2457321.426872,-37462.430,2.260,HARPS-N
2457330.418533,-37468.000,1.830,HARPS-N
2457334.398156,-37469.980,1.750,HARPS-N
2458727.498426,-37469.670,2.110,HARPS-N
2458739.393085,-37467.600,2.570,HARPS-N
