bjd,rv_ms,rv_err_ms,instrument
2457856.726958,-20911.110,1.070,HARPS-N
2457863.710012,-20917.070,1.090,HARPS-N
2457878.714274,-20916.700,1.280,HARPS-N
2457890.641759,-20921.270,1.440,HARPS-N
2457893.666995,-20914.200,1.100,HARPS-N
2457915.669843,-20918.080,1.000,HARPS-N
2457929.689326,-20914.900,2.010,HARPS-N
2457931.704838,-20916.220,1.590,HARPS-N
2457933.685107,-20928.330,1.040,HARPS-N
2457942.569833,-20919.700,1.140,HARPS-N
2457949.606128,-20923.460,1.450,HARPS-N
2457952.685391,-20924.680,1.510,HARPS-N
2457971.536580,-20921.450,1.170,HARPS-N
2457975.564568,-20922.330,1.330,HARPS-N
2457989.438609,-20920.800,0.960,HARPS-N
2457995.441855,-20918.890,1.180,HARPS-N
2458019.418185,-20920.640,2.730,HARPS-N
2458026.459397,-20921.470,1.270,HARPS-N
2458047.333612,-20918.380,1.270,HARPS-N
2458213.715538,-20892.240,0.910,HARPS-N
2458234.660539,-20889.830,0.830,HARPS-N
2458243.624878,-20889.610,1.240,HARPS-N
2458245.708617,-20888.060,1.350,HARPS-N
2458248.640223,-20892.380,0.920,HARPS-N
2458251.707545,-20893.530,1.100,HARPS-N
2458252.640161,-20892.870,1.000,HARPS-N
2458253.617243,-20894.190,1.070,HARPS-N
2458268.602472,-20894.510,1.300,HARPS-N
2458270.577613,-20889.060,1.450,HARPS-N
2458272.681911,-20887.720,1.220,HARPS-N
2458274.710432,-20891.970,0.920,HARPS-N
2458276.696369,-20889.570,1.080,HARPS-N
2458309.630820,-20893.630,1.170,HARPS-N
2458327.588108,-20899.820,1.290,HARPS-N
2458341.469545,-20892.850,0.900,HARPS-N
2458345.533363,-20898.710,0.850,HARPS-N
2458356.469058,-20901.470,0.810,HARPS-N
2458364.497312,-20897.130,1.040,HARPS-N
2458380.449144,-20904.580,0.970,HARPS-N
2458388.394433,-20906.460,0.840,HARPS-N
2458390.429113,-20902.490,1.190,HARPS-N
2458560.752742,-20925.490,1.170,HARPS-N
2458562.742599,-20921.440,1.110,HARPS-N
2458565.755001,-20928.110,0.930,HARPS-N
2458592.710689,-20928.190,1.220,HARPS-N
2458595.702002,-20923.190,1.230,HARPS-N
2458598.703051,-20927.260,0.780,HARPS-N
2458604.672755,-20925.770,0.980,HARPS-N
2458607.673827,-20924.170,0.920,HARPS-N
2458612.669367,-20926.200,1.290,HARPS-N
2458616.620752,-20921.780,1.010,HARPS-N
2458620.703616,-20925.420,1.660,HARPS-N
2458625.698331,-20921.410,1.140,HARPS-N
2458628.705584,-20920.540,1.150,HARPS-N
2458640.585157,-20924.160,1.160,HARPS-N
2458643.586261,-20920.050,1.090,HARPS-N
2458646.678257,-20921.880,1.190,HARPS-N
2458651.543467,-20923.320,0.900,HARPS-N
2458655.516442,-20920.160,0.820,HARPS-N
2458679.570516,-20918.520,1.270,HARPS-N
2458681.508637,-20914.780,1.320,HARPS-N
2458683.608506,-20916.630,0.850,HARPS-N
2458714.516262,-20904.500,0.960,HARPS-N
2458737.475562,-20903.160,0.930,HARPS-N
2459069.626841,-20904.450,0.870,HARPS-N
2459093.579353,-20908.570,2.980,HARPS-N
2459094.514492,-20918.680,1.000,HARPS-N
2459097.571338,-20900.040,1.180,HARPS-N
2459098.506042,-20907.550,1.180,HARPS-N
2459110.535701,-20913.050,1.830,HARPS-N
2459111.507018,-20916.480,1.160,HARPS-N
2459112.555254,-20915.110,1.130,HARPS-N
2459125.423096,-20907.830,1.160,HARPS-N
2459126.424990,-20915.370,1.620,HARPS-N
2459127.405884,-20916.280,1.230,HARPS-N
2459130.414677,-20909.490,1.650,HARPS-N
2459189.342924,-20922.720,1.980,HARPS-N
2459387.631434,-20900.070,0.880,HARPS-N
2459388.698554,-20896.400,0.860,HARPS-N
2459390.686116,-20898.060,0.890,HARPS-N
2459391.695305,-20900.190,1.460,HARPS-N
2459392.545026,-20900.140,0.840,HARPS-N
2459704.699910,-20907.640,1.140,HARPS-N
2459736.710191,-20911.070,1.610,HARPS-N
2459750.681667,-20904.770,1.210,HARPS-N
2459788.569239,-20913.080,1.370,HARPS-N
2459789.609978,-20912.580,1.860,HARPS-N
2459805.518260,-20920.260,1.280,HARPS-N
2459808.615951,-20921.020,1.510,HARPS-N
2459820.432441,-20915.740,1.030,HARPS-N
2459822.553444,-20917.850,1.120,HARPS-N
2459828.469903,-20920.630,0.930,HARPS-N
2459834.446952,-20918.360,1.140,HARPS-N
