tic_id,name,toi,sector,period_days,t0_bjd,duration_hours,depth_ppm,r_star_rsun,m_star_msun,expected_disp
25155310,WASP-126b,114.01,1,3.2888,1325.503,3.05,8800.0,1.27,1.12,CP
100100827,WASP-18b,172.01,2,0.9414,1354.215,2.18,9200.0,1.21,1.24,CP
52368076,TOI-125b,125.01,1,4.6538,1327.482,2.95,1420.0,0.85,0.86,CP
259377017,TOI-270b,270.01,3,3.3600,1383.524,1.68,1980.0,0.38,0.40,CP
99999901,Mock-BEB-Blend,999.01,1,2.5000,1326.100,2.50,15000.0,1.00,1.00,FP
